Algorithm,Topology,Graph Type,Degree,Run #,Time (s),Qubits,Maxchain Size,Fail/No Fail
Minorminer,Chimera,Complete,51,3,8.379878,922,25,0
Minorminer,Chimera,Complete,52,0,6.636044,933,27,0
Minorminer,Chimera,Complete,52,1,19.154162,904,23,0
Minorminer,Chimera,Complete,52,2,9.531259,883,22,0
Minorminer,Chimera,Complete,52,3,25.312383,873,22,0
Minorminer,Chimera,Complete,53,0,12.715962,935,26,0
Minorminer,Chimera,Complete,53,1,35.687925,967,24,0
Minorminer,Chimera,Complete,53,2,9.700399,903,22,0
Minorminer,Chimera,Complete,53,3,26.512031,896,21,0
Minorminer,Chimera,Complete,54,0,28.549847,1037,27,0
Minorminer,Chimera,Complete,54,1,13.764369,960,23,0
Minorminer,Chimera,Complete,54,2,7.097811,1051,30,0
Minorminer,Chimera,Complete,54,3,12.240064,955,26,0
Minorminer,Chimera,Complete,55,0,14.957736,1034,26,0
Minorminer,Chimera,Complete,55,1,11.311153,1095,28,0
Minorminer,Chimera,Complete,55,2,15.049381,1075,28,0
Minorminer,Chimera,Complete,55,3,21.486587,1034,26,0
Minorminer,Chimera,Complete,56,0,13.452144,1034,25,0
Minorminer,Chimera,Complete,56,1,31.799231,1027,25,0
Minorminer,Chimera,Complete,56,2,11.680586,1141,30,0
Minorminer,Chimera,Complete,56,3,26.670331,1056,25,0
Minorminer,Chimera,Complete,57,0,20.069532,1076,24,0
Minorminer,Chimera,Complete,57,1,16.268229,1133,26,0
Minorminer,Chimera,Complete,57,2,22.110596,1092,26,0
Minorminer,Chimera,Complete,57,3,14.097558,1133,29,0
Minorminer,Chimera,Complete,58,0,24.185731,1230,34,0
Minorminer,Chimera,Complete,58,1,10.325027,1123,27,0
Minorminer,Chimera,Complete,58,2,16.061352,1049,23,0
Minorminer,Chimera,Complete,58,3,25.249173,1107,26,0
Minorminer,Chimera,Complete,59,0,20.589946,1235,31,0
Minorminer,Chimera,Complete,59,1,7.828685,1118,25,0
Minorminer,Chimera,Complete,59,2,33.201747,1219,29,0
Minorminer,Chimera,Complete,59,3,16.345312,1239,32,0
Minorminer,Chimera,Complete,60,0,8.478063,1308,32,0
Minorminer,Chimera,Complete,60,1,23.27432,1272,32,0
Minorminer,Chimera,Complete,60,2,15.335137,1319,32,0
Minorminer,Chimera,Complete,60,3,10.782727,1356,34,0
Layout Aware [Migration],Chimera,Complete,0,0,0,0,0,1
Layout Aware [Migration],Chimera,Complete,0,1,0,0,0,1
Layout Aware [Migration],Chimera,Complete,0,2,0,0,0,1
Layout Aware [Migration],Chimera,Complete,0,3,0,0,0,1
Layout Aware [Migration],Chimera,Complete,1,0,0,0,0,0
Layout Aware [Migration],Chimera,Complete,1,1,0,0,0,0
Layout Aware [Migration],Chimera,Complete,1,2,0,0,0,0
Layout Aware [Migration],Chimera,Complete,1,3,0,0,0,0
Layout Aware [Migration],Chimera,Complete,2,0,0,0,0,0
Layout Aware [Migration],Chimera,Complete,2,1,0,0,0,0
Layout Aware [Migration],Chimera,Complete,2,2,0,0,0,0
Layout Aware [Migration],Chimera,Complete,2,3,0,0,0,0
Layout Aware [Migration],Chimera,Complete,3,0,0.019087,4,2,0
Layout Aware [Migration],Chimera,Complete,3,1,0.019968,4,2,0
Layout Aware [Migration],Chimera,Complete,3,2,0.017989,4,2,0
Layout Aware [Migration],Chimera,Complete,3,3,0.021922,4,2,0
Layout Aware [Migration],Chimera,Complete,4,0,0.023622,6,2,0
Layout Aware [Migration],Chimera,Complete,4,1,0.021833,6,2,0
Layout Aware [Migration],Chimera,Complete,4,2,0.019345,6,2,0
Layout Aware [Migration],Chimera,Complete,4,3,0.019378,6,2,0
Layout Aware [Migration],Chimera,Complete,5,0,0.023418,8,2,0
Layout Aware [Migration],Chimera,Complete,5,1,0.020822,8,2,0
Layout Aware [Migration],Chimera,Complete,5,2,0.022818,8,2,0
Layout Aware [Migration],Chimera,Complete,5,3,0.024711,8,2,0
Layout Aware [Migration],Chimera,Complete,6,0,0.034514,14,3,0
Layout Aware [Migration],Chimera,Complete,6,1,0.041021,14,3,0
Layout Aware [Migration],Chimera,Complete,6,2,0.031676,14,3,0
Layout Aware [Migration],Chimera,Complete,6,3,0.103541,14,3,0
Layout Aware [Migration],Chimera,Complete,7,0,0.040475,18,3,0
Layout Aware [Migration],Chimera,Complete,7,1,0.052367,18,3,0
Layout Aware [Migration],Chimera,Complete,7,2,0.040335,18,3,0
Layout Aware [Migration],Chimera,Complete,7,3,0.036813,18,3,0
Layout Aware [Migration],Chimera,Complete,8,0,0.049743,22,3,0
Layout Aware [Migration],Chimera,Complete,8,1,0.049207,22,3,0
Layout Aware [Migration],Chimera,Complete,8,2,0.060893,22,3,0
Layout Aware [Migration],Chimera,Complete,8,3,0.046619,22,3,0
Layout Aware [Migration],Chimera,Complete,9,0,0.059195,27,4,0
Layout Aware [Migration],Chimera,Complete,9,1,0.070517,27,4,0
Layout Aware [Migration],Chimera,Complete,9,2,0.07147,26,4,0
Layout Aware [Migration],Chimera,Complete,9,3,0.070911,26,4,0
Layout Aware [Migration],Chimera,Complete,10,0,0.123502,34,4,0
Layout Aware [Migration],Chimera,Complete,10,1,0.141518,35,4,0
Layout Aware [Migration],Chimera,Complete,10,2,0.107481,34,4,0
Layout Aware [Migration],Chimera,Complete,10,3,0.118156,35,4,0
Layout Aware [Migration],Chimera,Complete,11,0,0.115104,42,5,0
Layout Aware [Migration],Chimera,Complete,11,1,0.130843,42,5,0
Layout Aware [Migration],Chimera,Complete,11,2,0.120723,41,4,0
Layout Aware [Migration],Chimera,Complete,11,3,0.132388,42,5,0
Layout Aware [Migration],Chimera,Complete,12,0,0.186904,47,5,0
Layout Aware [Migration],Chimera,Complete,12,1,0.166794,49,5,0
Layout Aware [Migration],Chimera,Complete,12,2,0.291749,47,5,0
Layout Aware [Migration],Chimera,Complete,12,3,0.232626,47,5,0
Layout Aware [Migration],Chimera,Complete,13,0,0.354907,53,5,0
Layout Aware [Migration],Chimera,Complete,13,1,0.233226,56,5,0
Layout Aware [Migration],Chimera,Complete,13,2,0.347165,57,6,0
Layout Aware [Migration],Chimera,Complete,13,3,0.222206,54,5,0
Layout Aware [Migration],Chimera,Complete,14,0,0.445515,67,6,0
Layout Aware [Migration],Chimera,Complete,14,1,0.726315,66,6,0
Layout Aware [Migration],Chimera,Complete,14,2,0.318818,68,6,0
Layout Aware [Migration],Chimera,Complete,14,3,0.357494,69,6,0
Layout Aware [Migration],Chimera,Complete,15,0,1.258455,75,6,0
Layout Aware [Migration],Chimera,Complete,15,1,0.669732,75,6,0
Layout Aware [Migration],Chimera,Complete,15,2,0.485182,72,6,0
Layout Aware [Migration],Chimera,Complete,15,3,0.960132,73,6,0
Layout Aware [Migration],Chimera,Complete,16,0,0.546042,78,5,0
Layout Aware [Migration],Chimera,Complete,16,1,0.591892,84,6,0
Layout Aware [Migration],Chimera,Complete,16,2,0.958105,82,6,0
Layout Aware [Migration],Chimera,Complete,16,3,0.551721,83,6,0
Layout Aware [Migration],Chimera,Complete,17,0,1.562727,88,6,0
Layout Aware [Migration],Chimera,Complete,17,1,0.937706,96,7,0
Layout Aware [Migration],Chimera,Complete,17,2,1.387129,89,6,0
Layout Aware [Migration],Chimera,Complete,17,3,0.80692,96,7,0
Layout Aware [Migration],Chimera,Complete,18,0,1.319359,108,7,0
Layout Aware [Migration],Chimera,Complete,18,1,1.229457,106,7,0
Layout Aware [Migration],Chimera,Complete,18,2,0.804641,112,8,0
Layout Aware [Migration],Chimera,Complete,18,3,0.996579,110,7,0
Layout Aware [Migration],Chimera,Complete,19,0,2.315776,121,8,0
Layout Aware [Migration],Chimera,Complete,19,1,0.885071,117,7,0
Layout Aware [Migration],Chimera,Complete,19,2,1.607909,113,7,0
Layout Aware [Migration],Chimera,Complete,19,3,1.927818,116,7,0
Layout Aware [Migration],Chimera,Complete,20,0,0.965254,130,8,0
Layout Aware [Migration],Chimera,Complete,20,1,1.707906,126,8,0
Layout Aware [Migration],Chimera,Complete,20,2,1.311989,123,7,0
Layout Aware [Migration],Chimera,Complete,20,3,1.218652,127,7,0
Layout Aware [Migration],Chimera,Complete,21,0,4.642565,134,7,0
Layout Aware [Migration],Chimera,Complete,21,1,0.998283,147,9,0
Layout Aware [Migration],Chimera,Complete,21,2,4.239163,142,8,0
Layout Aware [Migration],Chimera,Complete,21,3,2.637584,141,8,0
Layout Aware [Migration],Chimera,Complete,22,0,1.584135,153,8,0
Layout Aware [Migration],Chimera,Complete,22,1,1.812782,163,9,0
Layout Aware [Migration],Chimera,Complete,22,2,1.544705,158,9,0
Layout Aware [Migration],Chimera,Complete,22,3,2.819502,159,9,0
Layout Aware [Migration],Chimera,Complete,23,0,3.225484,166,8,0
Layout Aware [Migration],Chimera,Complete,23,1,2.134932,178,10,0
Layout Aware [Migration],Chimera,Complete,23,2,2.746376,166,8,0
Layout Aware [Migration],Chimera,Complete,23,3,2.061747,164,8,0
Layout Aware [Migration],Chimera,Complete,24,0,2.903434,187,9,0
Layout Aware [Migration],Chimera,Complete,24,1,1.397909,194,11,0
Layout Aware [Migration],Chimera,Complete,24,2,2.058727,187,9,0
Layout Aware [Migration],Chimera,Complete,24,3,2.919162,199,10,0
Layout Aware [Migration],Chimera,Complete,25,0,1.960995,195,10,0
Layout Aware [Migration],Chimera,Complete,25,1,5.169793,205,10,0
Layout Aware [Migration],Chimera,Complete,25,2,2.367993,205,10,0
Layout Aware [Migration],Chimera,Complete,25,3,4.672691,198,10,0
Layout Aware [Migration],Chimera,Complete,26,0,4.884133,224,11,0
Layout Aware [Migration],Chimera,Complete,26,1,3.506969,237,11,0
Layout Aware [Migration],Chimera,Complete,26,2,2.274279,212,9,0
Layout Aware [Migration],Chimera,Complete,26,3,2.243739,229,11,0
Layout Aware [Migration],Chimera,Complete,27,0,5.464964,241,11,0
Layout Aware [Migration],Chimera,Complete,27,1,5.393516,245,11,0
Layout Aware [Migration],Chimera,Complete,27,2,2.01083,252,12,0
Layout Aware [Migration],Chimera,Complete,27,3,6.390437,246,11,0
Layout Aware [Migration],Chimera,Complete,28,0,4.390316,252,11,0
Layout Aware [Migration],Chimera,Complete,28,1,5.641646,260,12,0
Layout Aware [Migration],Chimera,Complete,28,2,2.971728,259,12,0
Layout Aware [Migration],Chimera,Complete,28,3,5.225225,246,10,0
Layout Aware [Migration],Chimera,Complete,29,0,5.829422,268,11,0
Layout Aware [Migration],Chimera,Complete,29,1,3.89247,280,13,0
Layout Aware [Migration],Chimera,Complete,29,2,2.631717,292,13,0
Layout Aware [Migration],Chimera,Complete,29,3,4.974094,267,11,0
Layout Aware [Migration],Chimera,Complete,30,0,3.760412,317,14,0
Layout Aware [Migration],Chimera,Complete,30,1,8.258596,287,11,0
Layout Aware [Migration],Chimera,Complete,30,2,6.46462,308,13,0
Layout Aware [Migration],Chimera,Complete,30,3,2.716351,307,12,0
Layout Aware [Migration],Chimera,Complete,31,0,3.175317,326,14,0
Layout Aware [Migration],Chimera,Complete,31,1,4.022766,313,12,0
Layout Aware [Migration],Chimera,Complete,31,2,5.609569,335,14,0
Layout Aware [Migration],Chimera,Complete,31,3,8.305223,316,13,0
Layout Aware [Migration],Chimera,Complete,32,0,2.677426,363,14,0
Layout Aware [Migration],Chimera,Complete,32,1,4.454305,333,12,0
Layout Aware [Migration],Chimera,Complete,32,2,4.335288,336,13,0
Layout Aware [Migration],Chimera,Complete,32,3,5.264987,360,15,0
Layout Aware [Migration],Chimera,Complete,33,0,9.21955,368,14,0
Layout Aware [Migration],Chimera,Complete,33,1,6.480202,391,15,0
Layout Aware [Migration],Chimera,Complete,33,2,10.367081,363,15,0
Layout Aware [Migration],Chimera,Complete,33,3,2.725149,369,15,0
Layout Aware [Migration],Chimera,Complete,34,0,12.079731,374,14,0
Layout Aware [Migration],Chimera,Complete,34,1,9.550123,382,15,0
Layout Aware [Migration],Chimera,Complete,34,2,5.427732,418,17,0
Layout Aware [Migration],Chimera,Complete,34,3,9.674827,412,16,0
Layout Aware [Migration],Chimera,Complete,35,0,4.232583,408,17,0
Layout Aware [Migration],Chimera,Complete,35,1,8.275775,427,16,0
Layout Aware [Migration],Chimera,Complete,35,2,3.742396,415,16,0
Layout Aware [Migration],Chimera,Complete,35,3,9.799999,416,14,0
Layout Aware [Migration],Chimera,Complete,36,0,8.193068,424,15,0
Layout Aware [Migration],Chimera,Complete,36,1,12.853018,409,14,0
Layout Aware [Migration],Chimera,Complete,36,2,4.980311,449,18,0
Layout Aware [Migration],Chimera,Complete,36,3,11.845866,434,15,0
Layout Aware [Migration],Chimera,Complete,37,0,15.799722,484,17,0
Layout Aware [Migration],Chimera,Complete,37,1,7.506405,476,18,0
Layout Aware [Migration],Chimera,Complete,37,2,4.23184,482,17,0
Layout Aware [Migration],Chimera,Complete,37,3,4.527827,469,17,0
Layout Aware [Migration],Chimera,Complete,38,0,8.888026,517,18,0
Layout Aware [Migration],Chimera,Complete,38,1,7.305058,532,19,0
Layout Aware [Migration],Chimera,Complete,38,2,5.576484,510,17,0
Layout Aware [Migration],Chimera,Complete,38,3,8.411876,499,17,0
Layout Aware [Migration],Chimera,Complete,39,0,11.40943,561,19,0
Layout Aware [Migration],Chimera,Complete,39,1,12.269563,522,18,0
Layout Aware [Migration],Chimera,Complete,39,2,9.094078,516,19,0
Layout Aware [Migration],Chimera,Complete,39,3,8.694074,543,20,0
Layout Aware [Migration],Chimera,Complete,40,0,4.050019,612,21,0
Layout Aware [Migration],Chimera,Complete,40,1,10.811876,530,17,0
Layout Aware [Migration],Chimera,Complete,40,2,13.756151,543,18,0
Layout Aware [Migration],Chimera,Complete,40,3,17.778097,512,16,0
Layout Aware [Migration],Chimera,Complete,41,0,7.726473,598,20,0
Layout Aware [Migration],Chimera,Complete,41,1,9.202202,592,20,0
Layout Aware [Migration],Chimera,Complete,41,2,6.997681,622,22,0
Layout Aware [Migration],Chimera,Complete,41,3,8.600115,605,22,0
Layout Aware [Migration],Chimera,Complete,42,0,14.264627,600,20,0
Layout Aware [Migration],Chimera,Complete,42,1,6.309023,653,21,0
Layout Aware [Migration],Chimera,Complete,42,2,16.823795,596,19,0
Layout Aware [Migration],Chimera,Complete,42,3,7.379327,619,19,0
Layout Aware [Migration],Chimera,Complete,43,0,14.250802,640,19,0
Layout Aware [Migration],Chimera,Complete,43,1,27.808546,608,18,0
Layout Aware [Migration],Chimera,Complete,43,2,8.397491,682,22,0
Layout Aware [Migration],Chimera,Complete,43,3,16.615408,624,21,0
Layout Aware [Migration],Chimera,Complete,44,0,10.387766,671,21,0
Layout Aware [Migration],Chimera,Complete,44,1,7.396751,664,21,0
Layout Aware [Migration],Chimera,Complete,44,2,18.904465,669,21,0
Layout Aware [Migration],Chimera,Complete,44,3,13.779746,647,20,0
Layout Aware [Migration],Chimera,Complete,45,0,17.587488,692,20,0
Layout Aware [Migration],Chimera,Complete,45,1,8.860468,731,27,0
Layout Aware [Migration],Chimera,Complete,45,2,13.755607,749,23,0
Layout Aware [Migration],Chimera,Complete,45,3,20.939811,703,21,0
Layout Aware [Migration],Chimera,Complete,46,0,15.349093,775,24,0
Layout Aware [Migration],Chimera,Complete,46,1,20.572867,751,23,0
Layout Aware [Migration],Chimera,Complete,46,2,15.743057,726,22,0
Layout Aware [Migration],Chimera,Complete,46,3,17.959823,766,22,0
Layout Aware [Migration],Chimera,Complete,47,0,30.699686,747,21,0
Layout Aware [Migration],Chimera,Complete,47,1,17.457783,770,23,0
Layout Aware [Migration],Chimera,Complete,47,2,14.411886,805,24,0
Layout Aware [Migration],Chimera,Complete,47,3,23.695292,713,19,0
Layout Aware [Migration],Chimera,Complete,48,0,20.006791,808,22,0
Layout Aware [Migration],Chimera,Complete,48,1,26.114891,803,22,0
Layout Aware [Migration],Chimera,Complete,48,2,11.479937,856,25,0
Layout Aware [Migration],Chimera,Complete,48,3,15.503834,807,24,0
Layout Aware [Migration],Chimera,Complete,49,0,14.314316,869,22,0
Layout Aware [Migration],Chimera,Complete,49,1,28.665394,832,24,0
Layout Aware [Migration],Chimera,Complete,49,2,20.837823,813,23,0
Layout Aware [Migration],Chimera,Complete,49,3,8.205712,881,26,0
Layout Aware [Migration],Chimera,Complete,50,0,14.334668,924,25,0
Layout Aware [Migration],Chimera,Complete,50,1,17.304218,878,25,0
Layout Aware [Migration],Chimera,Complete,50,2,18.532433,869,24,0
Layout Aware [Migration],Chimera,Complete,50,3,18.801663,890,26,0
Layout Aware [Migration],Chimera,Complete,51,0,25.8025,897,25,0
Layout Aware [Migration],Chimera,Complete,51,1,8.76626,958,28,0
Layout Aware [Migration],Chimera,Complete,51,2,13.656881,875,23,0
Layout Aware [Migration],Chimera,Complete,51,3,9.636015,974,26,0
Layout Aware [Migration],Chimera,Complete,52,0,11.080146,967,25,0
Layout Aware [Migration],Chimera,Complete,52,1,17.416288,1000,26,0
Layout Aware [Migration],Chimera,Complete,52,2,12.528075,974,27,0
Layout Aware [Migration],Chimera,Complete,52,3,18.334175,980,27,0
Layout Aware [Migration],Chimera,Complete,53,0,15.156032,1039,28,0
Layout Aware [Migration],Chimera,Complete,53,1,10.246796,1041,27,0
Layout Aware [Migration],Chimera,Complete,53,2,21.750286,987,25,0
Layout Aware [Migration],Chimera,Complete,53,3,22.024581,987,28,0
Layout Aware [Migration],Chimera,Complete,54,0,12.216622,1091,28,0
Layout Aware [Migration],Chimera,Complete,54,1,11.684146,1095,27,0
Layout Aware [Migration],Chimera,Complete,54,2,18.702872,1024,26,0
Layout Aware [Migration],Chimera,Complete,54,3,10.38258,1097,28,0
Layout Aware [Migration],Chimera,Complete,55,0,24.842463,1060,27,0
Layout Aware [Migration],Chimera,Complete,55,1,24.137118,1061,26,0
Layout Aware [Migration],Chimera,Complete,55,2,24.657525,1049,27,0
Layout Aware [Migration],Chimera,Complete,55,3,29.405567,1026,25,0
Layout Aware [Migration],Chimera,Complete,56,0,28.729319,1044,27,0
Layout Aware [Migration],Chimera,Complete,56,1,23.8122,1074,26,0
Layout Aware [Migration],Chimera,Complete,56,2,12.962199,1181,32,0
Layout Aware [Migration],Chimera,Complete,56,3,19.105938,1091,31,0
Layout Aware [Migration],Chimera,Complete,57,0,16.632,1189,29,0
Layout Aware [Migration],Chimera,Complete,57,1,11.92688,1188,30,0
Layout Aware [Migration],Chimera,Complete,57,2,18.995703,1194,30,0
Layout Aware [Migration],Chimera,Complete,57,3,31.019086,1107,28,0
Layout Aware [Migration],Chimera,Complete,58,0,20.412941,1219,29,0
Layout Aware [Migration],Chimera,Complete,58,1,20.551631,1200,29,0
Layout Aware [Migration],Chimera,Complete,58,2,14.223837,1244,32,0
Layout Aware [Migration],Chimera,Complete,58,3,16.003336,1200,31,0
Layout Aware [Migration],Chimera,Complete,59,0,17.862196,1251,31,0
Layout Aware [Migration],Chimera,Complete,59,1,18.209357,1218,30,0
Layout Aware [Migration],Chimera,Complete,59,2,19.334138,1247,28,0
Layout Aware [Migration],Chimera,Complete,59,3,15.31328,1240,30,0
Layout Aware [Migration],Chimera,Complete,60,0,26.310662,1263,30,0
Layout Aware [Migration],Chimera,Complete,60,1,41.419521,1298,29,0
Layout Aware [Migration],Chimera,Complete,60,2,24.128296,1250,28,0
Layout Aware [Migration],Chimera,Complete,60,3,30.039076,1260,27,0
Layout Aware [No Migration],Chimera,Complete,0,0,0,0,0,1
Layout Aware [No Migration],Chimera,Complete,0,1,0,0,0,1
Layout Aware [No Migration],Chimera,Complete,0,2,0,0,0,1
Layout Aware [No Migration],Chimera,Complete,0,3,0,0,0,1
Layout Aware [No Migration],Chimera,Complete,1,0,0,0,0,0
Layout Aware [No Migration],Chimera,Complete,1,1,0,0,0,0
Layout Aware [No Migration],Chimera,Complete,1,2,0,0,0,0
Layout Aware [No Migration],Chimera,Complete,1,3,0,0,0,0
Layout Aware [No Migration],Chimera,Complete,2,0,0,0,0,0
Layout Aware [No Migration],Chimera,Complete,2,1,0,0,0,0
Layout Aware [No Migration],Chimera,Complete,2,2,0,0,0,0
Layout Aware [No Migration],Chimera,Complete,2,3,0,0,0,0
Layout Aware [No Migration],Chimera,Complete,3,0,0.014444,4,2,0
Layout Aware [No Migration],Chimera,Complete,3,1,0.011283,4,2,0
Layout Aware [No Migration],Chimera,Complete,3,2,0.011345,4,2,0
Layout Aware [No Migration],Chimera,Complete,3,3,0.011975,4,2,0
Layout Aware [No Migration],Chimera,Complete,4,0,0.015024,6,2,0
Layout Aware [No Migration],Chimera,Complete,4,1,0.013705,6,2,0
Layout Aware [No Migration],Chimera,Complete,4,2,0.012809,6,2,0
Layout Aware [No Migration],Chimera,Complete,4,3,0.013116,6,2,0
Layout Aware [No Migration],Chimera,Complete,5,0,0.016819,8,2,0
Layout Aware [No Migration],Chimera,Complete,5,1,0.015054,8,2,0
Layout Aware [No Migration],Chimera,Complete,5,2,0.015034,8,2,0
Layout Aware [No Migration],Chimera,Complete,5,3,0.014844,8,2,0
Layout Aware [No Migration],Chimera,Complete,6,0,0.025799,14,3,0
Layout Aware [No Migration],Chimera,Complete,6,1,0.025718,14,3,0
Layout Aware [No Migration],Chimera,Complete,6,2,0.028439,14,3,0
Layout Aware [No Migration],Chimera,Complete,6,3,0.02497,14,3,0
Layout Aware [No Migration],Chimera,Complete,7,0,0.031213,18,3,0
Layout Aware [No Migration],Chimera,Complete,7,1,0.034085,18,3,0
Layout Aware [No Migration],Chimera,Complete,7,2,0.032401,18,3,0
Layout Aware [No Migration],Chimera,Complete,7,3,0.030315,18,3,0
Layout Aware [No Migration],Chimera,Complete,8,0,0.042285,23,4,0
Layout Aware [No Migration],Chimera,Complete,8,1,0.039651,22,3,0
Layout Aware [No Migration],Chimera,Complete,8,2,0.040855,22,3,0
Layout Aware [No Migration],Chimera,Complete,8,3,0.03694,22,3,0
Layout Aware [No Migration],Chimera,Complete,9,0,0.051068,27,4,0
Layout Aware [No Migration],Chimera,Complete,9,1,0.05654,26,4,0
Layout Aware [No Migration],Chimera,Complete,9,2,0.059942,27,4,0
Layout Aware [No Migration],Chimera,Complete,9,3,0.052224,26,4,0
Layout Aware [No Migration],Chimera,Complete,10,0,0.1972,34,4,0
Layout Aware [No Migration],Chimera,Complete,10,1,0.172629,35,4,0
Layout Aware [No Migration],Chimera,Complete,10,2,0.116573,35,4,0
Layout Aware [No Migration],Chimera,Complete,10,3,0.108647,34,4,0
Layout Aware [No Migration],Chimera,Complete,11,0,0.139615,46,6,0
Layout Aware [No Migration],Chimera,Complete,11,1,0.133336,41,4,0
Layout Aware [No Migration],Chimera,Complete,11,2,0.08905,40,4,0
Layout Aware [No Migration],Chimera,Complete,11,3,0.103777,41,4,0
Layout Aware [No Migration],Chimera,Complete,12,0,0.153721,46,4,0
Layout Aware [No Migration],Chimera,Complete,12,1,0.165713,46,4,0
Layout Aware [No Migration],Chimera,Complete,12,2,0.269785,46,4,0
Layout Aware [No Migration],Chimera,Complete,12,3,0.25281,49,5,0
Layout Aware [No Migration],Chimera,Complete,13,0,0.173814,52,5,0
Layout Aware [No Migration],Chimera,Complete,13,1,0.281836,53,5,0
Layout Aware [No Migration],Chimera,Complete,13,2,0.237506,53,5,0
Layout Aware [No Migration],Chimera,Complete,13,3,0.248494,54,5,0
Layout Aware [No Migration],Chimera,Complete,14,0,0.469193,65,6,0
Layout Aware [No Migration],Chimera,Complete,14,1,0.796336,66,6,0
Layout Aware [No Migration],Chimera,Complete,14,2,0.90579,66,6,0
Layout Aware [No Migration],Chimera,Complete,14,3,0.354382,64,6,0
Layout Aware [No Migration],Chimera,Complete,15,0,0.644833,72,6,0
Layout Aware [No Migration],Chimera,Complete,15,1,0.728208,75,6,0
Layout Aware [No Migration],Chimera,Complete,15,2,0.341404,73,6,0
Layout Aware [No Migration],Chimera,Complete,15,3,0.358075,75,6,0
Layout Aware [No Migration],Chimera,Complete,16,0,1.514105,80,6,0
Layout Aware [No Migration],Chimera,Complete,16,1,0.422892,86,7,0
Layout Aware [No Migration],Chimera,Complete,16,2,0.637277,85,6,0
Layout Aware [No Migration],Chimera,Complete,16,3,0.773085,82,6,0
Layout Aware [No Migration],Chimera,Complete,17,0,1.647235,92,6,0
Layout Aware [No Migration],Chimera,Complete,17,1,1.701943,90,6,0
Layout Aware [No Migration],Chimera,Complete,17,2,0.542878,90,6,0
Layout Aware [No Migration],Chimera,Complete,17,3,1.340836,95,7,0
Layout Aware [No Migration],Chimera,Complete,18,0,1.912856,109,7,0
Layout Aware [No Migration],Chimera,Complete,18,1,0.807355,107,7,0
Layout Aware [No Migration],Chimera,Complete,18,2,0.701198,108,7,0
Layout Aware [No Migration],Chimera,Complete,18,3,1.625433,106,7,0
Layout Aware [No Migration],Chimera,Complete,19,0,0.794291,125,8,0
Layout Aware [No Migration],Chimera,Complete,19,1,1.406168,120,7,0
Layout Aware [No Migration],Chimera,Complete,19,2,1.721898,116,7,0
Layout Aware [No Migration],Chimera,Complete,19,3,1.050282,120,7,0
Layout Aware [No Migration],Chimera,Complete,20,0,2.335585,127,7,0
Layout Aware [No Migration],Chimera,Complete,20,1,1.41758,128,8,0
Layout Aware [No Migration],Chimera,Complete,20,2,1.98031,126,8,0
Layout Aware [No Migration],Chimera,Complete,20,3,0.93386,129,8,0
Layout Aware [No Migration],Chimera,Complete,21,0,2.426539,140,8,0
Layout Aware [No Migration],Chimera,Complete,21,1,1.605019,155,9,0
Layout Aware [No Migration],Chimera,Complete,21,2,1.492448,142,8,0
Layout Aware [No Migration],Chimera,Complete,21,3,1.987438,144,8,0
Layout Aware [No Migration],Chimera,Complete,22,0,1.170211,173,11,0
Layout Aware [No Migration],Chimera,Complete,22,1,1.595291,156,8,0
Layout Aware [No Migration],Chimera,Complete,22,2,1.193859,157,9,0
Layout Aware [No Migration],Chimera,Complete,22,3,1.041911,147,8,0
Layout Aware [No Migration],Chimera,Complete,23,0,2.018908,167,8,0
Layout Aware [No Migration],Chimera,Complete,23,1,4.208729,174,9,0
Layout Aware [No Migration],Chimera,Complete,23,2,1.448042,161,8,0
Layout Aware [No Migration],Chimera,Complete,23,3,1.577662,174,10,0
Layout Aware [No Migration],Chimera,Complete,24,0,3.952149,188,9,0
Layout Aware [No Migration],Chimera,Complete,24,1,1.244754,180,9,0
Layout Aware [No Migration],Chimera,Complete,24,2,1.36675,192,10,0
Layout Aware [No Migration],Chimera,Complete,24,3,2.909269,182,9,0
Layout Aware [No Migration],Chimera,Complete,25,0,3.579643,208,11,0
Layout Aware [No Migration],Chimera,Complete,25,1,1.907253,202,11,0
Layout Aware [No Migration],Chimera,Complete,25,2,4.763692,200,9,0
Layout Aware [No Migration],Chimera,Complete,25,3,5.333889,209,11,0
Layout Aware [No Migration],Chimera,Complete,26,0,2.358375,229,11,0
Layout Aware [No Migration],Chimera,Complete,26,1,3.108619,222,11,0
Layout Aware [No Migration],Chimera,Complete,26,2,1.844567,216,10,0
Layout Aware [No Migration],Chimera,Complete,26,3,2.129934,219,11,0
Layout Aware [No Migration],Chimera,Complete,27,0,5.696837,252,12,0
Layout Aware [No Migration],Chimera,Complete,27,1,1.591745,244,12,0
Layout Aware [No Migration],Chimera,Complete,27,2,4.825988,237,11,0
Layout Aware [No Migration],Chimera,Complete,27,3,3.413601,237,11,0
Layout Aware [No Migration],Chimera,Complete,28,0,3.977092,247,11,0
Layout Aware [No Migration],Chimera,Complete,28,1,5.774518,250,11,0
Layout Aware [No Migration],Chimera,Complete,28,2,2.824413,273,12,0
Layout Aware [No Migration],Chimera,Complete,28,3,8.341267,246,11,0
Layout Aware [No Migration],Chimera,Complete,29,0,4.678814,273,11,0
Layout Aware [No Migration],Chimera,Complete,29,1,2.235494,309,15,0
Layout Aware [No Migration],Chimera,Complete,29,2,4.200003,296,13,0
